issue_id,issue_type,status,priority,assignee,created_at,resolved_at,time_spent_hours,comments,description
PROJ-463,Story,Done,Medium,dave,2026-02-27 00:25:21,2026-02-27 15:25:21,96.0,19,Generated epic related to project feature development.
PROJ-464,Task,Done,Low,dave,2026-02-28 01:25:21,2026-02-28 20:25:21,80.0,11,Generated bug related to project feature development.
PROJ-465,Epic,Done,High,alice,2026-02-28 05:25:21,2026-03-03 05:25:21,107.0,1,Generated bug related to project feature development.
PROJ-466,Story,In Progress,Low,dave,2026-03-01 10:25:21,,,19,Generated bug related to project feature development.
PROJ-467,Story,Done,Critical,eve,2026-03-02 13:25:21,2026-03-03 15:25:21,92.0,9,Generated epic related to project feature development.
PROJ-468,Task,Done,High,charlie,2026-03-03 23:25:21,2026-03-13 09:25:21,26.0,12,Generated story related to project feature development.
PROJ-469,Story,Done,Medium,alice,2026-03-04 06:25:21,2026-03-09 13:25:21,36.0,19,Generated bug related to project feature development.
PROJ-470,Epic,Done,Low,charlie,2026-03-05 05:25:21,2026-03-09 17:25:21,55.0,11,Generated bug related to project feature development.
PROJ-471,Task,Review,Medium,eve,2026-03-06 16:25:21,,,6,Generated epic related to project feature development.
PROJ-472,Epic,Done,Low,alice,2026-03-07 10:25:21,2026-03-10 07:25:21,103.0,17,Generated task related to project feature development.
PROJ-473,Bug,Done,Low,bob,2026-03-08 13:25:21,,,15,Generated epic related to project feature development.
PROJ-474,Story,Done,Critical,eve,2026-03-08 19:25:21,2026-03-18 17:25:21,68.0,13,Generated story related to project feature development.
PROJ-475,Story,In Progress,Critical,charlie,2026-03-08 22:25:21,,,3,Generated bug related to project feature development.
PROJ-476,Story,Review,Critical,eve,2026-03-09 07:25:21,,,19,Generated bug related to project feature development.
PROJ-477,Epic,Done,Critical,charlie,2026-03-10 08:25:21,2026-03-12 15:25:21,74.0,17,Generated task related to project feature development.
PROJ-478,Epic,To Do,Critical,charlie,2026-03-10 15:25:21,,,1,Generated task related to project feature development.
PROJ-479,Epic,Done,Critical,dave,2026-03-12 04:25:21,2026-03-18 06:25:21,40.0,10,Generated epic related to project feature development.
PROJ-480,Epic,Done,Critical,dave,2026-03-14 02:25:21,2026-03-23 19:25:21,76.0,5,Generated bug related to project feature development.
PROJ-481,Story,Done,High,bob,2026-03-14 06:25:21,2026-03-22 16:25:21,96.0,5,Generated bug related to project feature development.
PROJ-482,Task,Done,Medium,alice,2026-03-16 03:25:21,2026-03-24 01:25:21,49.0,10,Generated epic related to project feature development.
PROJ-483,Task,In Progress,Critical,dave,2026-03-17 12:25:21,,,7,Generated bug related to project feature development.
PROJ-484,Bug,Done,Low,eve,2026-03-17 21:25:21,2026-03-22 02:25:21,42.0,16,Generated task related to project feature development.
PROJ-485,Bug,Done,Critical,alice,2026-03-18 00:25:21,2026-03-26 08:25:21,46.0,16,Generated story related to project feature development.
PROJ-486,Task,Done,Medium,bob,2026-03-19 01:25:21,2026-03-20 11:25:21,43.0,11,Generated task related to project feature development.
PROJ-487,Task,Done,Medium,eve,2026-03-20 05:25:21,2026-03-28 13:25:21,90.0,7,Generated bug related to project feature development.
PROJ-488,Story,Done,Medium,bob,2026-03-20 16:25:21,2026-03-28 13:25:21,70.0,17,Generated epic related to project feature development.
PROJ-489,Bug,Done,Medium,charlie,2026-03-21 12:25:21,2026-03-22 16:25:21,77.0,9,Generated story related to project feature development.
PROJ-490,Story,Done,High,charlie,2026-03-22 17:25:21,2026-03-25 16:25:21,106.0,20,Generated story related to project feature development.
PROJ-491,Story,In Progress,High,dave,2026-03-24 10:25:21,,,17,Generated bug related to project feature development.
PROJ-492,Bug,Done,High,bob,2026-03-24 16:25:21,2026-03-29 03:25:21,66.0,16,Generated task related to project feature development.
PROJ-493,Task,Done,Medium,bob,2026-03-25 21:25:21,2026-04-03 20:25:21,39.0,0,Generated epic related to project feature development.
PROJ-494,Bug,Done,Critical,alice,2026-03-27 14:25:21,2026-04-01 11:25:21,30.0,9,Generated task related to project feature development.
PROJ-495,Task,Done,Critical,charlie,2026-03-28 14:25:21,2026-04-02 09:25:21,71.0,11,Generated task related to project feature development.
PROJ-496,Task,Done,Critical,alice,2026-03-28 23:25:21,2026-04-02 20:25:21,17.0,20,Generated bug related to project feature development.
PROJ-497,Task,Done,Low,charlie,2026-03-29 07:25:21,2026-04-02 18:25:21,90.0,14,Generated task related to project feature development.
PROJ-498,Bug,To Do,Critical,alice,2026-03-30 22:25:21,,,0,Generated story related to project feature development.
PROJ-499,Bug,Done,Critical,alice,2026-04-01 17:25:21,2026-04-03 13:25:21,91.0,3,Generated bug related to project feature development.
PROJ-500,Epic,Done,Medium,eve,2026-04-02 04:25:21,2026-04-06 04:25:21,107.0,1,Generated story related to project feature development.
PROJ-501,Epic,Done,Medium,bob,2026-04-02 14:25:21,2026-04-10 06:25:21,73.0,0,Generated bug related to project feature development.
PROJ-502,Epic,Done,Low,eve,2026-04-03 04:25:21,2026-04-12 19:25:21,8.0,7,Generated task related to project feature development.
PROJ-503,Bug,Done,High,eve,2026-04-04 08:25:21,2026-04-05 22:25:21,42.0,3,Generated story related to project feature development.
PROJ-504,Story,Done,Medium,bob,2026-04-04 17:25:21,2026-04-08 20:25:21,46.0,13,Generated bug related to project feature development.
PROJ-505,Bug,Done,High,alice,2026-04-05 17:25:21,2026-04-15 09:25:21,109.0,18,Generated bug related to project feature development.
PROJ-506,Story,Done,Critical,alice,2026-04-07 09:25:21,2026-04-15 22:25:21,98.0,3,Generated task related to project feature development.
PROJ-507,Task,In Progress,Critical,dave,2026-04-08 07:25:21,,,0,Generated epic related to project feature development.
PROJ-508,Task,Done,Medium,dave,2026-04-09 11:25:21,2026-04-13 21:25:21,50.0,6,Generated story related to project feature development.
PROJ-509,Epic,Done,High,charlie,2026-04-10 12:25:21,2026-04-20 00:25:21,29.0,10,Generated story related to project feature development.
PROJ-510,Story,Done,Critical,bob,2026-04-11 01:25:21,,,11,Generated epic related to project feature development.
PROJ-511,Task,Done,Critical,eve,2026-04-11 14:25:21,,,4,Generated epic related to project feature development.
PROJ-512,Story,Done,Medium,charlie,2026-04-12 10:25:21,2026-04-18 06:25:21,89.0,4,Generated epic related to project feature development.
PROJ-513,Epic,Done,High,charlie,2026-04-14 07:25:21,2026-04-15 23:25:21,4.0,11,Generated epic related to project feature development.
PROJ-514,Epic,Review,High,dave,2026-04-15 12:25:21,,,17,Generated task related to project feature development.
PROJ-515,Task,Done,Low,eve,2026-04-16 17:25:21,2026-04-17 23:25:21,47.0,17,Generated bug related to project feature development.
PROJ-516,Epic,Done,Medium,alice,2026-04-18 02:25:21,2026-04-26 15:25:21,85.0,6,Generated bug related to project feature development.
PROJ-517,Story,Done,Critical,alice,2026-04-19 04:25:21,2026-04-24 15:25:21,107.0,11,Generated bug related to project feature development.
PROJ-518,Story,Done,High,charlie,2026-04-20 09:25:21,2026-04-29 21:25:21,55.0,16,Generated bug related to project feature development.
PROJ-519,Epic,Done,Medium,eve,2026-04-20 14:25:21,2026-04-22 18:25:21,54.0,5,Generated epic related to project feature development.
PROJ-520,Epic,Done,Medium,eve,2026-04-20 22:25:21,2026-04-23 15:25:21,24.0,3,Generated epic related to project feature development.
PROJ-521,Story,Done,Low,eve,2026-04-21 08:25:21,2026-04-30 16:25:21,11.0,16,Generated task related to project feature development.
PROJ-522,Epic,Done,Low,bob,2026-04-22 22:25:21,2026-04-25 03:25:21,117.0,12,Generated story related to project feature development.
PROJ-523,Bug,Done,Critical,dave,2026-04-23 22:25:21,2026-04-30 23:25:21,91.0,3,Generated task related to project feature development.
PROJ-524,Story,Done,High,bob,2026-04-25 03:25:21,2026-04-26 23:25:21,13.0,13,Generated task related to project feature development.
PROJ-525,Bug,Done,Medium,alice,2026-04-26 21:25:21,2026-05-02 13:25:21,89.0,18,Generated story related to project feature development.
PROJ-526,Epic,Done,High,eve,2026-04-27 19:25:21,2026-04-29 22:25:21,29.0,5,Generated epic related to project feature development.
PROJ-527,Story,Done,Critical,alice,2026-04-29 17:25:21,2026-05-07 03:25:21,66.0,8,Generated story related to project feature development.
PROJ-528,Task,Done,Low,eve,2026-04-30 23:25:21,2026-05-05 13:25:21,67.0,4,Generated story related to project feature development.
PROJ-529,Story,Done,Critical,bob,2026-05-02 04:25:21,2026-05-07 07:25:21,1.0,19,Generated story related to project feature development.
PROJ-530,Story,To Do,Low,eve,2026-05-03 04:25:21,,,16,Generated bug related to project feature development.
PROJ-531,Task,Done,High,alice,2026-05-04 12:25:21,2026-05-11 01:25:21,90.0,9,Generated epic related to project feature development.
PROJ-532,Epic,Done,Low,charlie,2026-05-05 06:25:21,2026-05-07 15:25:21,62.0,4,Generated task related to project feature development.
PROJ-533,Bug,Done,Medium,charlie,2026-05-05 12:25:21,2026-05-14 15:25:21,49.0,7,Generated bug related to project feature development.
PROJ-534,Task,Done,Critical,bob,2026-05-05 22:25:21,,,19,Generated story related to project feature development.
PROJ-535,Task,Done,Low,alice,2026-05-06 23:25:21,2026-05-16 12:25:21,64.0,18,Generated story related to project feature development.
PROJ-536,Bug,Done,Medium,dave,2026-05-08 18:25:21,2026-05-13 08:25:21,12.0,9,Generated epic related to project feature development.
PROJ-537,Task,Done,Medium,charlie,2026-05-10 10:25:21,2026-05-16 17:25:21,69.0,13,Generated story related to project feature development.
PROJ-538,Story,Done,Medium,dave,2026-05-10 15:25:21,2026-05-19 18:25:21,63.0,16,Generated story related to project feature development.
PROJ-539,Task,Done,High,alice,2026-05-11 00:25:21,2026-05-14 07:25:21,16.0,3,Generated task related to project feature development.
PROJ-540,Story,Done,High,eve,2026-05-12 05:25:21,2026-05-12 19:25:21,110.0,14,Generated story related to project feature development.
PROJ-541,Story,Done,Critical,eve,2026-05-13 08:25:21,2026-05-17 02:25:21,50.0,17,Generated bug related to project feature development.
PROJ-542,Task,Done,Medium,bob,2026-05-13 10:25:21,2026-05-22 11:25:21,6.0,8,Generated bug related to project feature development.
PROJ-543,Task,Done,High,alice,2026-05-14 14:25:21,,,12,Generated bug related to project feature development.
PROJ-544,Bug,To Do,Medium,eve,2026-05-15 18:25:21,,,10,Generated epic related to project feature development.
PROJ-545,Task,Done,Low,bob,2026-05-15 23:25:21,2026-05-25 06:25:21,58.0,19,Generated task related to project feature development.
PROJ-546,Epic,Done,Critical,dave,2026-05-16 16:25:21,2026-05-24 13:25:21,84.0,15,Generated bug related to project feature development.
PROJ-547,Epic,Done,Low,eve,2026-05-18 07:25:21,2026-05-22 14:25:21,65.0,19,Generated story related to project feature development.
PROJ-548,Bug,Done,High,dave,2026-05-19 04:25:21,2026-05-27 04:25:21,71.0,7,Generated story related to project feature development.
PROJ-549,Epic,Done,High,alice,2026-05-20 01:25:21,,,19,Generated bug related to project feature development.
PROJ-550,Task,Done,Critical,eve,2026-05-20 02:25:21,,,1,Generated story related to project feature development.
PROJ-551,Task,Done,Low,eve,2026-05-21 15:25:21,2026-05-23 02:25:21,110.0,17,Generated story related to project feature development.
PROJ-552,Story,Done,Critical,eve,2026-05-22 06:25:21,2026-05-31 16:25:21,5.0,8,Generated story related to project feature development.
PROJ-553,Epic,Review,Low,alice,2026-05-23 06:25:21,,,18,Generated story related to project feature development.
PROJ-554,Story,Done,Medium,charlie,2026-05-23 17:25:21,,,20,Generated epic related to project feature development.
PROJ-555,Bug,Review,Medium,charlie,2026-05-23 22:25:21,,,6,Generated bug related to project feature development.
PROJ-556,Epic,Done,High,alice,2026-05-25 01:25:21,2026-05-27 15:25:21,79.0,0,Generated task related to project feature development.
PROJ-557,Epic,Done,Medium,charlie,2026-05-26 06:25:21,2026-06-04 07:25:21,14.0,15,Generated epic related to project feature development.
PROJ-558,Bug,Done,Medium,charlie,2026-05-26 12:25:21,2026-05-30 23:25:21,114.0,13,Generated bug related to project feature development.
PROJ-559,Story,Done,High,charlie,2026-05-27 23:25:21,2026-06-03 23:25:21,11.0,10,Generated story related to project feature development.
PROJ-560,Bug,In Progress,Medium,alice,2026-05-28 04:25:21,,,0,Generated bug related to project feature development.
PROJ-561,Bug,Done,High,bob,2026-05-29 00:25:21,2026-06-02 23:25:21,81.0,3,Generated bug related to project feature development.
PROJ-562,Story,Done,Critical,charlie,2026-05-29 04:25:21,2026-05-31 08:25:21,62.0,1,Generated task related to project feature development.
PROJ-563,Epic,Done,Medium,alice,2026-05-30 07:25:21,2026-06-03 22:25:21,32.0,1,Generated task related to project feature development.
PROJ-564,Epic,Done,High,eve,2026-05-31 10:25:21,2026-06-01 14:25:21,108.0,19,Generated story related to project feature development.
PROJ-565,Task,To Do,Low,dave,2026-06-01 14:25:21,,,1,Generated epic related to project feature development.
PROJ-566,Bug,Done,Medium,alice,2026-06-02 13:25:21,2026-06-09 06:25:21,86.0,3,Generated task related to project feature development.
PROJ-567,Story,Done,High,eve,2026-06-03 16:25:21,2026-06-06 11:25:21,99.0,18,Generated task related to project feature development.
PROJ-568,Bug,In Progress,Low,dave,2026-06-04 03:25:21,,,11,Generated story related to project feature development.
PROJ-569,Bug,Done,High,dave,2026-06-06 02:25:21,2026-06-09 05:25:21,35.0,9,Generated epic related to project feature development.
PROJ-570,Story,Done,Low,dave,2026-06-06 06:25:21,2026-06-09 11:25:21,80.0,4,Generated epic related to project feature development.
PROJ-571,Bug,Done,Critical,dave,2026-06-07 22:25:21,2026-06-09 04:25:21,81.0,10,Generated epic related to project feature development.
PROJ-572,Epic,Done,High,alice,2026-06-08 20:25:21,2026-06-14 10:25:21,95.0,17,Generated epic related to project feature development.
PROJ-573,Story,Done,High,alice,2026-06-10 12:25:21,2026-06-20 05:25:21,5.0,13,Generated bug related to project feature development.
PROJ-574,Bug,Done,Critical,charlie,2026-06-11 17:25:21,,,12,Generated bug related to project feature development.
PROJ-575,Bug,In Progress,Critical,eve,2026-06-13 16:25:21,,,20,Generated epic related to project feature development.
PROJ-576,Epic,Done,Critical,bob,2026-06-15 13:25:21,2026-06-24 11:25:21,10.0,20,Generated story related to project feature development.
PROJ-577,Bug,Done,Low,alice,2026-06-16 09:25:21,2026-06-17 07:25:21,73.0,4,Generated task related to project feature development.
PROJ-578,Task,Done,Critical,dave,2026-06-17 03:25:21,2026-06-26 09:25:21,10.0,19,Generated story related to project feature development.
PROJ-579,Story,Done,Medium,dave,2026-06-17 11:25:21,2026-06-22 09:25:21,15.0,15,Generated epic related to project feature development.
PROJ-580,Bug,To Do,Low,alice,2026-06-17 18:25:21,,,12,Generated story related to project feature development.
PROJ-581,Task,Done,Medium,eve,2026-06-19 11:25:21,2026-06-29 04:25:21,82.0,0,Generated story related to project feature development.
PROJ-582,Bug,To Do,Medium,alice,2026-06-19 18:25:21,,,8,Generated epic related to project feature development.
PROJ-583,Story,Review,Critical,bob,2026-06-21 01:25:21,,,6,Generated epic related to project feature development.
PROJ-584,Epic,Done,Low,eve,2026-06-21 09:25:21,2026-06-24 22:25:21,49.0,10,Generated epic related to project feature development.
PROJ-585,Task,Done,Low,dave,2026-06-22 16:25:21,2026-06-26 20:25:21,45.0,8,Generated epic related to project feature development.
PROJ-586,Epic,Done,Medium,charlie,2026-06-24 03:25:21,2026-06-30 10:25:21,114.0,3,Generated epic related to project feature development.
PROJ-587,Task,Done,Low,eve,2026-06-25 19:25:21,2026-07-05 08:25:21,98.0,18,Generated task related to project feature development.
PROJ-588,Story,Done,High,alice,2026-06-26 10:25:21,2026-06-30 21:25:21,41.0,15,Generated epic related to project feature development.
PROJ-589,Story,Done,Critical,bob,2026-06-28 10:25:21,2026-07-01 23:25:21,83.0,15,Generated bug related to project feature development.
PROJ-590,Task,Done,Low,eve,2026-06-30 04:25:21,,,9,Generated story related to project feature development.
PROJ-591,Bug,Done,Medium,eve,2026-06-30 09:25:21,2026-07-04 01:25:21,86.0,20,Generated task related to project feature development.
PROJ-592,Epic,In Progress,Critical,charlie,2026-07-02 00:25:21,,,18,Generated task related to project feature development.
PROJ-593,Epic,Done,Low,dave,2026-07-02 01:25:21,2026-07-04 13:25:21,97.0,19,Generated epic related to project feature development.
PROJ-594,Story,To Do,Critical,eve,2026-07-04 01:25:21,,,11,Generated story related to project feature development.
PROJ-595,Task,Done,High,alice,2026-07-04 22:25:21,2026-07-07 23:25:21,98.0,8,Generated task related to project feature development.
PROJ-596,Bug,Done,Critical,charlie,2026-07-06 01:25:21,2026-07-12 06:25:21,76.0,8,Generated story related to project feature development.
PROJ-597,Epic,Done,High,eve,2026-07-06 03:25:21,2026-07-14 22:25:21,51.0,20,Generated task related to project feature development.
PROJ-598,Task,Done,Critical,charlie,2026-07-07 02:25:21,2026-07-12 15:25:21,111.0,7,Generated story related to project feature development.
PROJ-599,Epic,Done,Low,dave,2026-07-07 20:25:21,2026-07-10 01:25:21,26.0,18,Generated bug related to project feature development.
PROJ-600,Story,Done,Medium,eve,2026-07-09 04:25:21,2026-07-16 18:25:21,30.0,3,Generated bug related to project feature development.
PROJ-601,Task,To Do,Low,eve,2026-07-11 01:25:21,,,10,Generated bug related to project feature development.
PROJ-602,Epic,Done,Critical,alice,2026-07-11 17:25:21,2026-07-12 04:25:21,67.0,15,Generated task related to project feature development.
PROJ-603,Bug,To Do,High,eve,2026-07-12 23:25:21,,,17,Generated epic related to project feature development.
PROJ-604,Epic,Done,Low,dave,2026-07-14 10:25:21,2026-07-21 22:25:21,120.0,5,Generated story related to project feature development.
PROJ-605,Epic,To Do,Low,alice,2026-07-14 14:25:21,,,14,Generated story related to project feature development.
PROJ-606,Task,Done,Medium,dave,2026-07-15 23:25:21,2026-07-17 02:25:21,5.0,12,Generated task related to project feature development.
PROJ-607,Task,Done,High,bob,2026-07-16 14:25:21,2026-07-22 20:25:21,75.0,20,Generated story related to project feature development.
PROJ-608,Epic,Review,High,alice,2026-07-16 15:25:21,,,15,Generated epic related to project feature development.
PROJ-609,Story,Done,Medium,eve,2026-07-17 09:25:21,2026-07-20 05:25:21,75.0,19,Generated story related to project feature development.
PROJ-610,Story,Done,Medium,dave,2026-07-17 19:25:21,2026-07-20 13:25:21,14.0,8,Generated task related to project feature development.
PROJ-611,Task,Done,Critical,charlie,2026-07-18 03:25:21,2026-07-24 21:25:21,19.0,15,Generated story related to project feature development.
PROJ-612,Bug,To Do,Medium,bob,2026-07-18 11:25:21,,,20,Generated bug related to project feature development.
PROJ-613,Task,Done,Critical,bob,2026-07-20 06:25:21,2026-07-28 15:25:21,44.0,4,Generated story related to project feature development.
PROJ-614,Story,Done,High,dave,2026-07-20 08:25:21,2026-07-24 12:25:21,112.0,16,Generated bug related to project feature development.
PROJ-615,Epic,Done,Low,eve,2026-07-20 10:25:21,2026-07-24 07:25:21,3.0,11,Generated epic related to project feature development.
PROJ-616,Task,Done,Medium,dave,2026-07-21 08:25:21,2026-07-27 02:25:21,7.0,17,Generated bug related to project feature development.
PROJ-617,Task,To Do,Critical,bob,2026-07-22 15:25:21,,,6,Generated story related to project feature development.
PROJ-618,Epic,In Progress,High,eve,2026-07-22 17:25:21,,,7,Generated task related to project feature development.
PROJ-619,Story,Done,Critical,dave,2026-07-24 14:25:21,2026-07-27 04:25:21,99.0,10,Generated epic related to project feature development.
PROJ-620,Task,Done,Low,dave,2026-07-25 02:25:21,2026-07-28 10:25:21,56.0,1,Generated task related to project feature development.
PROJ-621,Story,Done,Low,alice,2026-07-25 15:25:21,2026-07-31 05:25:21,88.0,2,Generated story related to project feature development.
PROJ-622,Epic,Done,Critical,eve,2026-07-27 15:25:21,2026-07-31 22:25:21,60.0,5,Generated story related to project feature development.
PROJ-623,Epic,Done,Medium,eve,2026-07-29 06:25:21,2026-07-30 05:25:21,1.0,7,Generated epic related to project feature development.
PROJ-624,Bug,Done,Low,charlie,2026-07-30 05:25:21,2026-08-09 02:25:21,115.0,17,Generated epic related to project feature development.
PROJ-625,Bug,Review,Low,dave,2026-07-31 07:25:21,,,20,Generated story related to project feature development.
PROJ-626,Bug,Done,Critical,dave,2026-07-31 09:25:21,2026-08-04 07:25:21,20.0,18,Generated story related to project feature development.
PROJ-627,Epic,Done,Low,bob,2026-07-31 16:25:21,2026-08-04 11:25:21,103.0,9,Generated task related to project feature development.
PROJ-628,Bug,In Progress,High,dave,2026-08-02 10:25:21,,,3,Generated story related to project feature development.
PROJ-629,Task,To Do,Critical,eve,2026-08-02 17:25:21,,,15,Generated bug related to project feature development.
PROJ-630,Story,In Progress,High,bob,2026-08-03 02:25:21,,,3,Generated task related to project feature development.
PROJ-631,Epic,Done,Low,dave,2026-08-04 06:25:21,2026-08-13 09:25:21,59.0,8,Generated epic related to project feature development.
PROJ-632,Epic,Review,Medium,alice,2026-08-05 23:25:21,,,2,Generated task related to project feature development.
PROJ-633,Bug,Done,Low,dave,2026-08-07 10:25:21,,,12,Generated epic related to project feature development.
PROJ-634,Epic,Done,Critical,alice,2026-08-08 06:25:21,2026-08-11 17:25:21,68.0,1,Generated task related to project feature development.
PROJ-635,Story,Done,High,alice,2026-08-08 16:25:21,2026-08-13 01:25:21,86.0,0,Generated epic related to project feature development.
PROJ-636,Bug,To Do,Medium,dave,2026-08-10 14:25:21,,,1,Generated task related to project feature development.
PROJ-637,Story,Done,Low,alice,2026-08-11 07:25:21,2026-08-20 09:25:21,93.0,3,Generated epic related to project feature development.
PROJ-638,Bug,Done,Critical,charlie,2026-08-12 06:25:21,2026-08-14 04:25:21,96.0,5,Generated story related to project feature development.
PROJ-639,Bug,Done,Critical,bob,2026-08-12 16:25:21,2026-08-15 21:25:21,54.0,8,Generated bug related to project feature development.
PROJ-640,Story,Done,Critical,alice,2026-08-14 03:25:21,2026-08-14 18:25:21,20.0,7,Generated epic related to project feature development.
PROJ-641,Story,Done,High,bob,2026-08-14 21:25:21,2026-08-21 13:25:21,12.0,12,Generated story related to project feature development.
PROJ-642,Story,Done,High,dave,2026-08-16 09:25:21,,,3,Generated story related to project feature development.
PROJ-643,Task,Done,Critical,dave,2026-08-16 21:25:21,,,0,Generated epic related to project feature development.
PROJ-644,Story,Done,Low,dave,2026-08-18 19:25:21,2026-08-21 16:25:21,70.0,1,Generated task related to project feature development.
PROJ-645,Bug,Done,Critical,alice,2026-08-20 04:25:21,2026-08-28 04:25:21,78.0,0,Generated story related to project feature development.
PROJ-646,Story,Done,High,eve,2026-08-20 17:25:21,2026-08-28 04:25:21,115.0,11,Generated epic related to project feature development.
PROJ-647,Story,Done,High,charlie,2026-08-22 05:25:21,2026-08-23 12:25:21,69.0,8,Generated story related to project feature development.
PROJ-648,Bug,Done,High,bob,2026-08-24 01:25:21,2026-08-30 09:25:21,76.0,8,Generated epic related to project feature development.
PROJ-649,Epic,Review,Low,eve,2026-08-24 10:25:21,,,5,Generated task related to project feature development.
PROJ-650,Epic,Done,Medium,bob,2026-08-26 01:25:21,2026-08-31 03:25:21,84.0,4,Generated epic related to project feature development.
PROJ-651,Story,Done,High,dave,2026-08-28 00:25:21,2026-09-04 21:25:21,61.0,4,Generated bug related to project feature development.
PROJ-652,Bug,Done,Medium,charlie,2026-08-29 05:25:21,,,3,Generated story related to project feature development.
PROJ-653,Bug,Done,Low,alice,2026-08-31 01:25:21,2026-09-07 12:25:21,120.0,3,Generated story related to project feature development.
PROJ-654,Task,Done,Medium,bob,2026-08-31 20:25:21,2026-09-08 23:25:21,60.0,4,Generated bug related to project feature development.
PROJ-655,Epic,Done,Medium,alice,2026-09-02 08:25:21,2026-09-05 02:25:21,65.0,1,Generated task related to project feature development.
PROJ-656,Bug,Done,Low,bob,2026-09-02 17:25:21,2026-09-04 04:25:21,2.0,2,Generated bug related to project feature development.
PROJ-657,Story,To Do,Low,charlie,2026-09-03 12:25:21,,,17,Generated epic related to project feature development.
PROJ-658,Story,In Progress,Critical,eve,2026-09-04 13:25:21,,,4,Generated story related to project feature development.
PROJ-659,Story,Done,Low,bob,2026-09-04 22:25:21,2026-09-13 17:25:21,81.0,3,Generated task related to project feature development.
PROJ-660,Task,Done,Critical,charlie,2026-09-05 00:25:21,,,11,Generated epic related to project feature development.
PROJ-661,Bug,Done,Medium,dave,2026-09-06 14:25:21,2026-09-10 06:25:21,35.0,1,Generated epic related to project feature development.
PROJ-662,Task,To Do,Medium,alice,2026-09-07 14:25:21,,,18,Generated bug related to project feature development.
PROJ-663,Bug,Done,Critical,dave,2026-09-08 16:25:21,2026-09-17 05:25:21,77.0,14,Generated epic related to project feature development.
PROJ-664,Bug,Done,Low,alice,2026-09-09 09:25:21,2026-09-12 17:25:21,5.0,0,Generated story related to project feature development.
PROJ-665,Epic,Done,Low,eve,2026-09-09 18:25:21,2026-09-17 20:25:21,23.0,14,Generated story related to project feature development.
PROJ-666,Epic,Done,Medium,eve,2026-09-10 02:25:21,2026-09-18 01:25:21,54.0,19,Generated bug related to project feature development.
PROJ-667,Epic,To Do,Medium,alice,2026-09-11 02:25:21,,,10,Generated task related to project feature development.
PROJ-668,Epic,Done,Low,alice,2026-09-12 16:25:21,2026-09-17 15:25:21,36.0,9,Generated task related to project feature development.
PROJ-669,Epic,To Do,High,dave,2026-09-12 20:25:21,,,4,Generated story related to project feature development.
PROJ-670,Story,Done,Low,bob,2026-09-13 12:25:21,2026-09-21 04:25:21,91.0,20,Generated epic related to project feature development.
PROJ-671,Epic,Done,Medium,dave,2026-09-15 02:25:21,2026-09-15 22:25:21,113.0,6,Generated task related to project feature development.
PROJ-672,Task,Done,High,dave,2026-09-15 08:25:21,2026-09-23 20:25:21,99.0,7,Generated task related to project feature development.
PROJ-673,Task,Done,High,bob,2026-09-16 01:25:21,2026-09-22 22:25:21,93.0,11,Generated epic related to project feature development.
PROJ-674,Story,To Do,Medium,alice,2026-09-16 03:25:21,,,10,Generated story related to project feature development.
PROJ-675,Story,Done,Low,eve,2026-09-17 03:25:21,2026-09-22 09:25:21,95.0,15,Generated bug related to project feature development.
PROJ-676,Epic,Done,Medium,bob,2026-09-17 20:25:21,2026-09-25 19:25:21,95.0,13,Generated epic related to project feature development.
PROJ-677,Task,Done,Low,bob,2026-09-19 01:25:21,2026-09-22 23:25:21,117.0,6,Generated epic related to project feature development.
PROJ-678,Epic,Done,Critical,alice,2026-09-19 10:25:21,2026-09-20 05:25:21,105.0,10,Generated task related to project feature development.
PROJ-679,Bug,In Progress,Low,charlie,2026-09-19 23:25:21,,,10,Generated bug related to project feature development.
PROJ-680,Epic,Done,Medium,eve,2026-09-20 20:25:21,2026-09-27 00:25:21,3.0,5,Generated epic related to project feature development.
PROJ-681,Bug,Done,Low,bob,2026-09-20 21:25:21,2026-09-30 05:25:21,47.0,17,Generated story related to project feature development.
PROJ-682,Story,Review,High,dave,2026-09-21 10:25:21,,,13,Generated task related to project feature development.
PROJ-683,Bug,Review,Critical,alice,2026-09-22 07:25:21,,,19,Generated task related to project feature development.
PROJ-684,Story,Done,High,charlie,2026-09-24 06:25:21,,,14,Generated story related to project feature development.
PROJ-685,Epic,Done,Critical,bob,2026-09-25 14:25:21,2026-09-28 01:25:21,117.0,7,Generated story related to project feature development.
PROJ-686,Story,Done,Low,bob,2026-09-26 16:25:21,,,17,Generated story related to project feature development.
PROJ-687,Story,To Do,Critical,alice,2026-09-28 14:25:21,,,2,Generated story related to project feature development.
PROJ-688,Story,Done,High,dave,2026-09-29 01:25:21,2026-09-30 04:25:21,80.0,3,Generated bug related to project feature development.
PROJ-689,Bug,Review,Critical,charlie,2026-09-29 20:25:21,,,13,Generated bug related to project feature development.
PROJ-690,Epic,Done,Low,eve,2026-10-01 02:25:21,2026-10-09 06:25:21,11.0,5,Generated epic related to project feature development.
PROJ-691,Bug,Done,Critical,bob,2026-10-01 11:25:21,2026-10-04 13:25:21,44.0,4,Generated story related to project feature development.
PROJ-692,Story,Done,Critical,eve,2026-10-02 00:25:21,2026-10-10 12:25:21,73.0,9,Generated bug related to project feature development.
